index	panoID	Open_Water	Perrenial_snow	Developed_open	Developed_low	Developed_Med	Developed_High	Barren	Decidous	Evergreen	Mixed	Dwarf_scrub	Shrub	Grassland	Sedge	Lichens	Moss	Pasture_Hay	Cultivated_crops	Woodey_Wetlands	Emergent_herbacous_Wetland	extent	Open_Water	Perrenial_snow	Developed_open	Developed_low	Developed_Med	Developed_High	Barren	Decidous	Evergreen	Mixed	Dwarf_scrub	Shrub	Grassland	Sedge	Lichens	Moss	Pasture_Hay	Cultivated_crops	Woodey_Wetlands	Emergent_herbacous_Wetland	extent	Open_Water	Perrenial_snow	Developed_open	Developed_low	Developed_Med	Developed_High	Barren	Decidous	Evergreen	Mixed	Dwarf_scrub	Shrub	Grassland	Sedge	Lichens	Moss	Pasture_Hay	Cultivated_crops	Woodey_Wetlands	Emergent_herbacous_Wetland	extent
21	104078874	2.44	0	8.75	1.31	0.28	0	0	0.06	1.36	0	0	1.08	0.57	0	0	0	0.06	8.30	74.13	2.39	1371477.52277	2.14	0	9.17	1.37	0.30	0	0	0.06	1.43	0	0	1.13	0.60	0	0	0	0.06	8.70	73.32	2.50	1305892.04319	2.84	0	19.35	3.13	0.71	0	0	0.14	3.41	0	0	2.70	1.28	0	0	0	0	18.63	44.95	4.55	553422.022319
22	93874299	1.77	0	12.27	2.60	0.34	0	0	0.49	1.69	0.04	0	0.98	0.49	0	0	0	0.87	9.90	65.83	3.27	2067635.19693	2.03	0	12.62	2.81	0.39	0	0	0.56	1.95	0.04	0	1.12	0.56	0	0	0	0.99	10.59	63.68	3.24	1796213.50073	1.80	0	20.57	4.51	0.74	0	0	1.07	3.69	0.08	0	2.13	1.07	0	0	0	1.89	17.30	43.69	2.62	955173.41683
23	20994622	3.37	0	2.53	0.21	0	0	0	0.03	2.29	0.47	0	2.61	0	0	0	0	0.50	3.26	33.86	51.18	2942424.92081	2.70	0	1.92	0.16	0	0	0	0.03	1.64	0.56	0	1.99	0	0	0	0	0.59	3.01	28.51	59.26	2491377.39799	1.99	0	1.00	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99	94.17	1090532.55596
24	82212888	6.55	0	3.74	0.16	0	0	0	0.16	2.20	0.24	0	1.58	0	0	0	0	0.32	3.92	26.10	55.17	6772622.3183	5.50	0	3.06	0.04	0	0	0	0.01	1.46	0.31	0	1.18	0	0	0	0	0.28	2.20	19.39	66.72	5214215.32122	5.26	0	4.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09	88.41	1663176.59618
25	67544945	9.08	0	14.73	3.42	0.24	0	0	0.32	1.43	0	0	1.59	1.11	0	0	0	0	2.39	58.04	8.60	981353.164547	9.78	0	17.57	4.08	0.28	0	0	0.38	1.71	0	0	1.90	1.33	0	0	0	0	2.85	54.89	6.36	821951.693433	9.51	0	26.15	5.20	0.30	0	0	0.30	2.67	0	0	2.97	2.08	0	0	0	0	3.86	45.02	3.71	530163.375475
26	7718681	16.05	0	25.42	4.35	0	0	0	0	3.34	0	0	7.02	1.67	0	0	0	0	6.02	36.45	3.01	239155.763086	16.05	0	25.42	4.35	0	0	0	0	3.34	0	0	7.02	1.67	0	0	0	0	6.02	36.45	3.01	238483.977234	12.95	0	27.34	4.68	0	0	0	0	3.60	0	0	7.55	1.80	0	0	0	0	6.47	35.97	3.24	222904.6697
27	83601031	4.74	0	8.22	2.21	0.38	0.04	0.17	0.11	0.47	0	0	0.70	0.30	0	0	0	0.53	3.95	74.07	4.44	3655622.69421	5.75	0	11.78	3.16	0.55	0.06	0.24	0.15	0.67	0	0	0.67	0.43	0	0	0	0.76	5.66	66.40	4.17	2547717.84017	7.33	0	23.19	4.95	1.01	0.09	0	0.46	1.92	0	0	2.02	1.19	0	0	0	1.92	10.91	42.80	3.48	855230.540733
28	93874456	51.21	0	1.90	0.09	0.20	0.02	0.06	0.08	0.34	0	0	0.14	0.04	0	0	0	0	0.96	29.08	15.99	10746765.9796	23.20	0	3.20	0.08	0.41	0.05	0.13	0.14	0.32	0	0	0.10	0.08	0	0	0	0	1.08	42.19	29.25	4857491.17849	7.58	0	5.49	0.20	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0.13	71.72	15.15	1190973.12707
29	106004062	12.87	0	20.10	4.78	0.25	0	0	0.74	0.98	0	0	1.96	0.86	0	0	0	0	1.35	51.35	6.25	640783.731773	10.49	0	23.56	5.60	0.29	0	0	0.86	1.15	0	0	1.29	1.01	0	0	0	0	1.58	49.28	6.61	546410.928409	8.31	0	26.20	5.75	0.32	0	0	0.80	1.28	0	0	1.44	1.12	0	0	0	0	1.76	52.72	2.24	493780.882005
30	33486872	14.38	0	1.67	0.27	0.01	0	0	0.32	1.27	0.22	0	0.85	0	0	0	0	0.10	2.08	22.32	56.63	8368104.38638	5.51	0	1.68	0.38	0.01	0	0	0.46	1.65	0.31	0	1.18	0	0	0	0	0.14	2.58	24.16	62.09	5881053.25469	3.84	0	1.01	0.87	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	24.88	69.61	2219036.6703
31	53540609	7.57	0	0.93	0.43	0	0	0	0	0.02	0.02	0	0.10	0.07	0	0	0	0.94	6.30	74.59	9.15	7924777.68301	2.52	0	1.35	0.62	0	0	0	0	0	0	0	0	0.01	0	0	0	1.36	9.01	77.58	7.67	5455711.60812	0.42	0	3.12	1.85	0	0	0	0	0	0	0	0	0	0	0	0	4.04	18.40	69.09	3.41	1845361.93315
32	93875691	7.77	0	12.86	0.24	0	0	0	0	4.13	0	0	1.94	0	0	0	0	0	2.91	34.22	38.11	325734.358826	8.02	0	13.28	0.25	0	0	0	0	4.26	0	0	2.01	0	0	0	0	0	3.01	32.08	39.35	314791.57522	6.34	0	16.10	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.68	67.32	163269.942506
33	93874336	51.62	0	1.25	0.05	0	0	0	0.39	1.04	0.07	0	0.45	0.03	0	0	0	0.03	0.56	27.40	17.25	6764713.08726	27.02	0	2.06	0.04	0	0	0	0.67	0.52	0.12	0	0.44	0	0	0	0	0	0.81	38.22	30.33	3712960.83904	8.61	0	4.41	0.10	0	0	0	1.30	0.35	0.30	0	0.65	0	0	0	0	0	1.60	27.84	55.38	1553692.87179
34	93874411	42.45	0	1.50	0.09	0	0	0	0.45	1.17	0.14	0	1.14	0.08	0	0	0	0.10	1.87	31.53	19.63	7215311.25103	23.75	0	2.40	0.14	0	0	0	0.71	0.51	0.23	0	1.13	0	0	0	0	0	2.49	37.42	31.42	4381566.32136	1.45	0	4.00	0.10	0	0	0	1.61	0	0.67	0	2.75	0	0	0	0	0	2.08	27.78	60.07	1497862.02964
35	96924936	95.97	0	0.11	0.00	0	0	0	0.00	0.10	0	0	0.04	0	0	0	0	0	0.23	1.44	2.13	42141055.0492	94.60	0	0.14	0	0	0	0	0.00	0.21	0	0	0.07	0	0	0	0	0	0.62	2.07	2.33	16033369.666	94.32	0	0.66	0	0	0	0	0	0.90	0	0	0.26	0	0	0	0	0	3.01	0.36	0.69	3269976.11626
36	23686628	2.29	0	3.94	1.82	0	0	0	0.41	0.19	0.19	0	0.33	0.44	0	0	0	2.95	19.44	64.04	4.30	2817798.89575	0.58	0	4.41	2.12	0	0	0	0.45	0	0	0	0	0.16	0	0	0	3.44	22.39	63.48	3.28	2407593.08486	0	0	6.51	3.41	0	0	0	0.75	0	0	0	0	0.21	0	0	0	5.71	31.47	47.20	5.23	1458865.42056
37	95977259	97.97	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.58	1.39	36789736.4097	98.54	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.79	0.64	13560782.5325	99.58	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0.23	2369835.14104
38	6836711	4.82	0	5.85	0.78	0.16	0	0	0.04	4.41	0.29	0	3.46	0	0	0	0	1.98	16.71	15.27	46.77	1885709.5752	1.18	0	9.88	1.32	0.28	0	0	0.07	6.47	0.49	0	5.85	0	0	0	0	3.34	28.25	21.50	22.27	1116520.55409	0	0	14.54	2.11	0.44	0	0	0	5.99	0.78	0	7.10	0	0	0	0	5.33	41.29	23.09	0.55	704231.445754
39	17775805	0	0	14.83	7.68	0.21	0	0	0.62	0.93	0	0	0.52	0.52	0	0	0	0	14.83	60.37	0.62	755285.430797	0	0	15.31	7.92	0.21	0	0	0.64	0.21	0	0	0.43	0.54	0	0	0	0	14.67	60.60	0.64	729983.042248	0	0	18.13	8.13	0.27	0	0	0.80	0.27	0	0	0.53	0.67	0	0	0	0	17.60	54.27	0.80	589495.400834
40	15935955	1.67	0	8.25	4.02	0.21	0	0	0.31	0.73	0.10	0	0.73	0.05	0	0	0	0.05	9.08	74.22	1.30	1495137.64247	0.19	0	10.12	4.93	0.26	0	0	0.38	0.19	0	0	0.45	0.06	0	0	0	0.06	10.69	72.98	0.51	1216676.09922	0	0	15.99	6.13	0.48	0	0	0.72	0.36	0	0	0.84	0.12	0	0	0	0	16.83	59.13	0.72	653002.805002
41	22767356	0	0	11.66	4.95	0.20	0	0	0.33	0.39	0	0	0.52	0.33	0	0	0	0.65	10.88	70.29	0.59	1198365.89025	0	0	11.77	5.03	0.20	0	0	0.33	0.20	0	0	0.53	0.33	0	0	0	0.66	11.04	70.11	0.60	1177227.59808	0	0	16.92	6.47	0.30	0	0	0.50	0.30	0	0	0.80	0.50	0	0	0	0	14.63	59.80	0.90	787012.292987
42	99254278	0	0	17.58	9.33	0.15	0	0	0.92	0.31	0	0	1.07	0	0	0	0	0	19.57	52.45	0	513587.26784	0	0	17.58	9.33	0.15	0	0	0.92	0.31	0	0	1.07	0	0	0	0	0	19.57	52.45	0	512144.606976	0	0	18.90	8.07	0.18	0	0	1.10	0.37	0	0	1.28	0	0	0	0	0	22.57	49.17	0	429141.66249
43	45257280	76.07	0	2.06	0.77	0.23	0.01	1.24	0.16	0.68	0.05	0	1.03	0	0	0	0	0	1.27	8.33	8.20	12517025.1236	90.74	0	0.87	0.21	0.01	0	0	0.10	0.80	0.08	0	0.79	0	0	0	0	0	2.08	1.46	2.99	7654476.10623	86.40	0	1.99	0.83	0.05	0	0	0	0.09	0	0	0.79	0	0	0	0	0	7.22	1.76	1.34	1676941.66679
44	8118579	34.00	0	8.36	0.64	0	0	0	1.32	5.87	0.53	0	4.97	0	0	0	0	0.19	19.39	20.18	5.01	2061080.96913	23.15	0	10.89	0.83	0	0	0	1.72	7.65	0.69	0	6.47	0	0	0	0	0.25	25.26	21.43	2.26	1579917.35204	1.21	0	18.50	1.74	0	0	0	2.14	9.52	0	0	11.39	0	0	0	0	0	46.92	8.98	0.94	583953.464254
45	7674002	39.69	0	2.47	0.28	0	0	0.30	0	2.32	0.04	0	2.10	0	0	0	0	0	4.27	20.46	28.29	4132592.25793	56.58	0	2.77	0.37	0	0	0	0	2.52	0.06	0	1.21	0	0	0	0	0	7.10	6.57	23.12	2481296.56205	42.89	0	6.48	0.88	0	0	0	0	3.46	0	0	1.11	0	0	0	0	0	16.21	10.76	18.87	1054631.16733
46	7674038	27.55	0	0	0	0	0	0	0	3.09	0	0	0	0	0	0	0	0	0	23.99	46.56	328941.302047	31.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.85	53.55	284895.172518	29.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.23	59.87	249404.535287
47	92298880	68.21	0	2.72	0.86	0.24	0	1.04	0.13	0.88	0.03	0	1.18	0.01	0	0	0	0.04	4.39	10.22	10.14	15132942.231	70.94	0	2.47	1.34	0.42	0	1.84	0.05	0.45	0	0	0.61	0	0	0	0	0	0	7.80	14.19	7373219.32702	36.12	0	5.26	2.38	0.21	0	3.90	0.21	0.51	0	0	1.36	0	0	0	0	0	0	19.10	31.41	1828357.0906
48	71685441	71.67	0	3.92	2.33	0.60	0.02	2.39	0.07	0.27	0	0	0.90	0.02	0	0	0	0.03	2.16	6.82	8.86	23449863.3273	52.69	0	8.33	5.75	1.58	0.05	5.86	0.11	0.46	0	0	1.51	0	0	0	0	0	0	9.38	14.39	8196570.80951	10.80	0	25.14	15.91	3.23	0.15	9.08	0.22	0.37	0	0	4.37	0	0	0	0	0	0	14.55	16.61	2110825.47322
49	1024307	86.82	0	3.02	2.55	0.61	0.01	2.60	0.05	0.57	0	0	0.60	0	0	0	0	0	0.24	2.81	0.18	18446970.7573	67.84	0	8.45	7.34	1.52	0.04	5.34	0	1.71	0	0	1.64	0	0	0	0	0	0	6.01	0.26	5892678.33183	13.93	0	22.92	21.35	3.42	0	14.56	0	6.57	0	0	3.31	0	0	0	0	0	0	14.41	0	1475540.59455
50	18164497	86.97	0	3.33	2.36	0.52	0.01	2.41	0.03	0.49	0	0	0.94	0.00	0	0	0	0	0	2.83	0.15	21278236.7455	69.39	0	8.44	6.22	1.16	0.01	4.81	0	1.53	0	0	2.27	0.01	0	0	0	0	0	6.15	0.16	6721262.81044	19.33	0	21.79	13.86	1.78	0	11.49	0	5.13	0	0	8.83	0.05	0	0	0	0	0	18.24	0	1573480.56686
51	97761813	1.13	0	11.21	3.02	1.01	0	0	2.55	12.57	0	0	10.08	11.45	0	0	0	0	27.22	19.81	0.65	1317151.92046	0.86	0	11.38	3.12	1.04	0	0	2.14	12.72	0	0	10.21	11.50	0	0	0	0	28.07	19.14	0.55	1273989.30793	0	0	12.05	4.47	1.36	0	0	1.65	12.05	0	0	12.05	17.01	0	0	0	0	30.03	9.62	0.78	806721.678297
52	99253200	37.74	0	9.82	2.69	0.30	0.07	0.70	2.62	1.82	0.07	0	4.05	3.35	0	0	0	0	19.24	16.12	1.92	2349675.77797	4.22	0	15.15	4.17	0.46	0.10	1.08	4.07	2.78	0.10	0	6.29	5.20	0	0	0	0	29.88	24.99	2.27	1512684.66392	6.40	0	17.59	5.59	0.73	0.16	1.70	3.89	1.94	0	0	6.56	7.13	0	0	0	0	33.14	15.24	1.05	967860.087553
53	93461617	92.16	0	0.31	0.25	0.23	0.02	1.05	0	0.08	0	0	0.21	0	0	0	0	0	0.09	2.17	3.46	46778836.9201	98.86	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.05	1.10	19939069.4666	99.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.33	3290812.15202
54	92298757	28.89	0	0.74	0	0	0	1.06	0.12	0.94	0	0	1.18	0	0	0	0	0	2.78	32.65	32.03	1978672.87402	16.76	0	0.25	0	0	0	1.15	0.15	1.10	0	0	0.60	0	0	0	0	0	0	40.75	39.70	1551724.43783	8.14	0	0	0	0	0	1.95	0.25	0.25	0	0	0.34	0	0	0	0	0	0	37.97	51.78	917916.728248
55	2623510	79.98	0	3.75	2.65	0.72	0.01	3.68	0.06	0.58	0	0	0.78	0	0	0	0	0.01	0.02	5.81	2.03	14444908.9849	61.55	0	7.99	5.05	1.56	0.03	7.32	0.17	0.18	0	0	1.58	0	0	0	0	0	0	10.81	3.94	5089677.856	12.85	0	13.87	7.23	3.36	0	27.37	0.80	0.51	0	0	4.01	0	0	0	0	0	0	28.25	2.55	1066780.28568
56	92298737	33.22	0	8.60	3.95	1.63	0.05	10.59	0.51	0.84	0	0	1.35	0	0	0	0	0.05	0.79	17.57	21.51	1673374.39907	19.83	0	10.96	5.09	2.10	0.06	13.66	0.66	1.08	0	0	1.68	0	0	0	0	0	0	19.41	26.18	1295011.97319	3.46	0	19.41	9.64	2.22	0	22.74	0.87	0.87	0	0	2.10	0	0	0	0	0	0	20.52	19.53	633459.387182
57	30283489	65.45	0	1.59	0.48	0.13	0	1.49	0.06	0.63	0	0	0.69	0.02	0	0	0	0.04	3.40	10.73	15.35	16743197.7595	52.54	0	1.98	0.80	0.28	0	2.59	0.13	0.48	0	0	0.80	0	0	0	0	0	0	15.91	24.60	7003805.44388	6.03	0	7.48	3.13	0.86	0	7.66	0.18	0.50	0	0	1.18	0	0	0	0	0	0	26.07	47.42	1712641.86738
58	11470346	86.84	0	2.06	1.51	0.36	0.00	2.43	0.05	0.38	0	0	0.46	0.00	0	0	0	0.01	0.03	3.76	2.13	32785773.1902	75.63	0	4.07	2.59	0.86	0.01	5.52	0.14	0.18	0	0	0.83	0.01	0	0	0	0	0	7.02	3.24	10968587.279	40.46	0	9.11	3.86	2.14	0.04	21.64	0.61	0.39	0	0	2.61	0.04	0	0	0	0	0	17.57	2.00	2172945.60503
59	92298812	0.15	0	26.92	15.86	5.83	0.15	25.59	0.74	0	0	0	6.78	0	0	0	0	0	0	14.75	4.06	1055806.72955	0.08	0	28.47	16.85	6.21	0.16	25.08	0.81	0	0	0	7.26	0	0	0	0	0	0	11.53	4.44	963531.429614	0.09	0	27.92	15.48	5.22	0.19	25.26	0.95	0	0	0	7.88	0	0	0	0	0	0	13.49	4.56	821831.65035
60	18568782	87.38	0	2.20	1.54	0.38	0.01	2.24	0.05	0.41	0	0	0.51	0	0	0	0	0	0	3.73	1.60	24966972.4593	76.94	0	4.36	2.75	0.82	0.02	5.09	0.13	0.18	0	0	1.06	0	0	0	0	0	0	6.15	2.61	9172986.82876	39.88	0	10.24	4.50	1.82	0.08	18.50	0.54	0.41	0	0	3.26	0	0	0	0	0	0	18.87	2.39	1880162.20492
61	50032361	98.26	0	0.01	0.02	0.04	0.00	1.68	0	0	0	0	0.00	0	0	0	0	0	0	0.00	0	34517774.9489	96.43	0	0.02	0.07	0.12	0.01	3.39	0	0	0	0	0.01	0	0	0	0	0	0	0	0	11433671.4937	89.74	0	0.08	0.42	0.75	0.04	9.22	0	0	0	0	0.08	0	0	0	0	0	0	0	0	1865975.32044
62	97755662	87.89	0	2.09	1.49	0.31	0.00	3.18	0.03	0.27	0	0	0.47	0.00	0	0	0	0	0.33	2.23	1.72	47351424.5164	75.86	0	5.32	4.11	0.71	0.01	6.53	0.06	0.54	0	0	0.97	0	0	0	0	0	0	3.97	1.98	16234361.9806	52.07	0	14.39	12.58	2.47	0.05	13.05	0.07	0	0	0	1.74	0	0	0	0	0	0	0.32	3.53	3163355.28487
63	9342503	85.92	0	3.13	2.50	0.49	0.01	2.25	0.04	0.43	0	0	0.75	0	0	0	0	0	0.25	3.07	1.20	29340008.4515	69.42	0	8.14	6.72	1.18	0.01	4.87	0.06	1.16	0	0	1.79	0	0	0	0	0	0	5.42	1.32	10649389.3573	35.32	0	18.99	20.00	3.86	0.03	10.32	0	1.95	0	0	1.75	0	0	0	0	0	0	6.10	2.01	2386938.33169
64	92298865	5.45	0	22.37	16.76	3.25	0.10	11.47	0.16	3.04	0	0	6.23	0	0	0	0	0	0.10	27.13	4.61	1484242.80251	3.95	0	23.66	20.91	4.16	0.13	14.14	0.20	3.55	0	0	3.55	0	0	0	0	0	0	20.91	5.63	1158234.03765	0.21	0	30.93	27.28	6.12	0.21	17.08	0	3.11	0	0	3.33	0	0	0	0	0	0	6.77	6.12	727501.807779
